L_DeepFemoral Dose (GY),L_DeepFemoral Value (% of 6257.420 cc),R_AnteriorTib Dose (GY),R_AnteriorTib Value (% of 1757.430 cc),Pancreas Dose (GY),Pancreas Value (% of 130.338 cc),S_int Dose (GY),S_int Value (% of 1243.680 cc),R_InterIliac Dose (GY),R_InterIliac Value (% of 2573.600 cc),L_kidney Dose (GY),L_kidney Value (% of 157.826 cc),L_InterIliac Dose (GY),L_InterIliac Value (% of 2379.790 cc),L_Arm Region Dose (GY),L_Arm Region Value (% of 1130.360 cc),Stomach Dose (GY),Stomach Value (% of 282.378 cc),Lung_L Dose (GY),Lung_L Value (% of 1465.720 cc),Spleen Dose (GY),Spleen Value (% of 154.925 cc),R_DeepFemoral Dose (GY),R_DeepFemoral Value (% of 6326.200 cc),L_PostTib Dose (GY),L_PostTib Value (% of 1849.890 cc),Liver Dose (GY),Liver Value (% of 1799.800 cc),L_int Dose (GY),L_int Value (% of 832.318 cc),R_PostTib Dose (GY),R_PostTib Value (% of 1682.120 cc),L_heart Dose (GY),L_heart Value (% of 165.893 cc),L_AnteriorTib Dose (GY),L_AnteriorTib Value (% of 1738.620 cc),Brain Dose (GY),Brain Value (% of 1283.830 cc),R_Arm Region Dose (GY),R_Arm Region Value (% of 1075.460 cc),R_Heart Dose (GY),R_Heart Value (% of 148.363 cc),Lung_R Dose (GY),Lung_R Value (% of 1467.440 cc),R_Kidney Dose (GY),R_Kidney Value (% of 154.739 cc),
19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000839,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,
19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000839,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,
20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000839,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,
20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000839,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,20.300000,0.000000,
20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000839,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,20.500000,0.000000,
20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000839,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,20.700000,0.000000,
20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000839,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,20.900000,0.000000,
21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000839,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,21.100000,0.000000,
21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000839,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,21.300000,0.000000,
21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000839,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,21.500000,0.000000,
21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000839,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,21.700000,0.000000,
21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000839,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,21.900000,0.000000,
22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000839,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,22.100000,0.000000,
22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000839,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,22.300000,0.000000,
22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000839,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,22.500000,0.000000,
22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000839,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,22.700000,0.000000,
22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000839,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,22.900000,0.000000,
23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000839,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,23.100000,0.000000,
23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000839,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,23.300000,0.000000,
23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000839,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,23.500000,0.000000,
23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000839,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,23.700000,0.000000,
23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000839,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,23.900000,0.000000,
24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000839,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,24.100000,0.000000,
24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000839,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,24.300000,0.000000,
24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000839,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,24.500000,0.000000,
24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000839,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,24.700000,0.000000,
24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000839,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,24.900000,0.000000,
25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000839,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,25.100000,0.000000,
25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000839,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,25.300000,0.000000,
25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000839,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,25.500000,0.000000,
25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000839,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,25.700000,0.000000,
25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000839,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,25.900000,0.000000,
26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000839,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,26.100000,0.000000,
26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000839,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,26.300000,0.000000,
26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000839,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,26.500000,0.000000,
26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000839,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,26.700000,0.000000,
26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000839,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,26.900000,0.000000,
27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000839,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,27.100000,0.000000,
27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000839,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,27.300000,0.000000,
27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000839,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,27.500000,0.000000,
27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000839,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,27.700000,0.000000,
27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000839,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,27.900000,0.000000,
28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000839,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,28.100000,0.000000,
28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000839,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,28.300000,0.000000,
28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000839,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,28.500000,0.000000,
28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000839,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,28.700000,0.000000,
28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000839,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,28.900000,0.000000,
29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000839,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,29.100000,0.000000,
29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000839,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,29.300000,0.000000,
29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000839,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,29.500000,0.000000,
29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000839,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,29.700000,0.000000,
29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000839,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,29.900000,0.000000,
30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000839,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,30.100000,0.000000,
30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000839,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,30.300000,0.000000,
30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000839,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,30.500000,0.000000,
30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000839,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,30.700000,0.000000,
30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000839,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,30.900000,0.000000,
